model_type,setting,sample_id,num_notes,duration,note_density,pitch_range,avg_polyphony,scale_consistency,pitch_entropy,pitch_class_entropy
naive,conservative,22,250,62.5,4.0,17,1.0,0.988,3.2072753658474396,2.773801509351118
naive,conservative,23,250,62.5,4.0,16,1.0,1.0,3.094499360588882,2.6901556186495306
naive,conservative,24,250,62.5,4.0,19,1.0,1.0,3.0893490942150144,2.5462992775740383
naive,conservative,25,250,62.5,4.0,19,1.0,0.988,3.4609201685736046,2.812841551694026
naive,conservative,26,250,62.5,4.0,21,1.0,1.0,3.360663223542245,2.6502050887306887
naive,conservative,27,250,62.5,4.0,17,1.0,1.0,3.0715800444782717,2.6672398150440477
naive,conservative,28,250,62.5,4.0,17,1.0,1.0,2.5804990918184956,2.4423470158586604
naive,conservative,29,250,62.5,4.0,21,1.0,0.976,3.4344882427787935,2.8239293735154734
naive,conservative,30,250,62.5,4.0,17,1.0,1.0,2.9381042220292066,2.6068829104948827
naive,balanced,1,250,62.5,4.0,46,1.0,0.928,3.4809041407681804,2.9818859650149765
naive,balanced,2,250,62.5,4.0,33,1.0,0.92,3.462414428879413,3.046198155569967
naive,balanced,3,250,62.5,4.0,26,1.0,0.984,3.7348738929540137,2.8609116743819762
naive,balanced,4,250,62.5,4.0,46,1.0,0.972,3.6779388669025677,2.8270050884251696
naive,balanced,5,250,62.5,4.0,50,1.0,0.932,3.8553998063100225,3.034178774914274
naive,balanced,6,250,62.5,4.0,16,1.0,0.996,3.094033495738235,2.713879791672578
naive,balanced,7,250,62.5,4.0,41,1.0,0.984,3.394945955415552,2.853277160936736
naive,balanced,8,250,62.5,4.0,32,1.0,0.892,3.697051969871319,3.1751476024858936
naive,balanced,9,250,62.5,4.0,44,1.0,0.956,3.570399352062862,2.981297960292517
naive,balanced,10,250,62.5,4.0,38,1.0,0.972,3.7541174021389905,2.76738489793775
naive,balanced,11,250,62.5,4.0,22,1.0,0.972,3.5015695023104403,2.879912051291635
naive,balanced,12,250,62.5,4.0,20,1.0,0.964,3.247477274568099,2.824516180623834
naive,balanced,13,250,62.5,4.0,43,1.0,0.964,3.5351347800022026,2.896270284609321
naive,balanced,14,250,62.5,4.0,40,1.0,0.98,3.5146610334009396,2.8292863763690006
naive,balanced,15,250,62.5,4.0,41,1.0,0.956,3.5386213349070403,2.861945850070375
naive,balanced,16,250,62.5,4.0,49,1.0,0.956,3.7073294710630016,2.840960237065434
naive,balanced,17,250,62.5,4.0,33,1.0,0.968,3.125149828193522,2.7993307845988546
naive,balanced,18,250,62.5,4.0,40,1.0,0.968,3.3437597469973026,2.8907214988366503
naive,balanced,19,250,62.5,4.0,43,1.0,0.996,3.464027403820797,2.6772514800578193
naive,balanced,20,250,62.5,4.0,29,1.0,0.984,3.2784075548093736,2.8279694839818323
naive,balanced,21,250,62.5,4.0,43,1.0,0.956,3.5282474398541654,2.95056250031574
naive,balanced,22,250,62.5,4.0,45,1.0,0.924,3.7294199751409485,3.044860855966411
naive,balanced,23,250,62.5,4.0,49,1.0,0.952,3.522637231889796,2.8781023708238624
naive,balanced,24,250,62.5,4.0,40,1.0,0.98,3.4475377395840603,2.823182682736729
naive,balanced,25,250,62.5,4.0,45,1.0,0.96,3.60905607894977,2.8842179587039274
naive,balanced,26,250,62.5,4.0,38,1.0,0.972,3.553116824762041,2.8821756974191373
naive,balanced,27,250,62.5,4.0,41,1.0,0.908,3.6979796311598623,3.0540037980256707
naive,balanced,28,250,62.5,4.0,50,1.0,0.94,3.6236178312451743,2.998976764051501
naive,balanced,29,250,62.5,4.0,33,1.0,0.972,3.5429977120812763,2.8337484773688044
naive,balanced,30,250,62.5,4.0,25,1.0,0.992,3.183761784390809,2.767048336057377
naive,creative,1,250,62.5,4.0,51,1.0,0.796,4.4132909120293204,3.3584457171034106
naive,creative,2,250,62.5,4.0,46,1.0,0.892,4.215607393717355,3.103015048138182
naive,creative,3,250,62.5,4.0,51,1.0,0.84,4.397314093700456,3.2226820752004617
naive,creative,4,250,62.5,4.0,52,1.0,0.852,4.250572196027175,3.263945925856499
naive,creative,5,250,62.5,4.0,52,1.0,0.856,4.485168806432173,3.254110340250102
naive,creative,6,250,62.5,4.0,50,1.0,0.716,4.913816164873941,3.462503731547606
naive,creative,7,250,62.5,4.0,52,1.0,0.82,4.344406240850423,3.3211608720013164
naive,creative,8,250,62.5,4.0,49,1.0,0.812,4.557706356605482,3.3293055326165746
naive,creative,9,250,62.5,4.0,50,1.0,0.76,4.702197943313114,3.399524417583846
naive,creative,10,250,62.5,4.0,52,1.0,0.828,4.693063535013678,3.3318059908242463
naive,creative,11,250,62.5,4.0,51,1.0,0.848,4.402472538909719,3.2964157194380017
naive,creative,12,250,62.5,4.0,52,1.0,0.792,4.595622198858606,3.3882055620590146
naive,creative,13,250,62.5,4.0,50,1.0,0.876,4.33087488884275,3.1866761776926746
naive,creative,14,250,62.5,4.0,52,1.0,0.832,4.999078181004059,3.3068907965583922
naive,creative,15,250,62.5,4.0,52,1.0,0.788,4.4620704730779295,3.3883917623840296
naive,creative,16,250,62.5,4.0,50,1.0,0.74,5.013383887005675,3.4486597170973656
naive,creative,17,250,62.5,4.0,52,1.0,0.764,4.8317015460936314,3.384700502041145
naive,creative,18,250,62.5,4.0,49,1.0,0.9,4.073385097989424,3.0876647719619084
naive,creative,19,250,62.5,4.0,52,1.0,0.824,4.884054682921684,3.2958247243955627
naive,creative,20,250,62.5,4.0,52,1.0,0.796,4.562559300676087,3.389884226614131
naive,creative,21,250,62.5,4.0,52,1.0,0.772,4.62130758383068,3.4293093288867698
naive,creative,22,250,62.5,4.0,52,1.0,0.776,4.604553212714904,3.3274920435815227
naive,creative,23,250,62.5,4.0,51,1.0,0.828,4.546912599604659,3.309237939126799
naive,creative,24,250,62.5,4.0,52,1.0,0.816,4.787653491712779,3.3479208935741513
naive,creative,25,250,62.5,4.0,52,1.0,0.824,4.25292923442273,3.255463231241314
naive,creative,26,250,62.5,4.0,50,1.0,0.816,4.660539998169718,3.3166091022834427
naive,creative,27,250,62.5,4.0,48,1.0,0.876,4.214092201015663,3.2059746479081825
naive,creative,28,250,62.5,4.0,50,1.0,0.768,4.547917642904393,3.3859977378327706
naive,creative,29,250,62.5,4.0,52,1.0,0.792,4.976705320006382,3.358978799839132
naive,creative,30,250,62.5,4.0,52,1.0,0.696,5.09363612459158,3.488293705012502
miditok,conservative,1,68,44.0,1.5454545454545454,14,2.9318181818181817,1.0,2.8738272177763013,2.5671644498348667
miditok,conservative,2,69,36.0,1.9166666666666667,14,2.875,0.9710144927536232,3.0378717198394702,2.73502248864759
miditok,conservative,3,60,16.5,3.6363636363636362,17,0.9393939393939394,1.0,3.123128206913552,2.659546259455506
miditok,conservative,4,70,34.5,2.028985507246377,14,2.9565217391304346,1.0,2.6083553918697753,2.4222808373382856
miditok,conservative,5,58,30.5,1.901639344262295,17,0.9672131147540983,1.0,3.0929202578894355,2.7006181396331854
miditok,conservative,6,67,46.0,1.4565217391304348,16,2.9130434782608696,0.9850746268656716,3.091427852349828,2.722754125526646
miditok,conservative,7,58,32.0,1.8125,14,0.953125,1.0,2.772324108092776,2.6467342371420117
miditok,conservative,8,60,16.375,3.66412213740458,20,0.8854961832061069,1.0,2.9971499712536507,2.5928802096958674
miditok,conservative,9,60,16.75,3.582089552238806,21,0.9104477611940298,1.0,3.1810412667965324,2.7132924073586886
miditok,conservative,10,68,42.0,1.619047619047619,14,3.0952380952380953,0.9705882352941176,3.1672075132210544,2.8632217122937447
miditok,conservative,11,60,16.5,3.6363636363636362,19,0.9128787878787878,1.0,3.0169348213818687,2.5593598634344996
miditok,conservative,12,69,36.0,1.9166666666666667,17,2.875,1.0,2.8564426626220083,2.522491393129862
miditok,conservative,13,72,20.25,3.5555555555555554,16,2.7777777777777777,0.9861111111111112,3.0548477637375075,2.6796745018853807
miditok,conservative,14,60,16.75,3.582089552238806,19,0.8955223880597015,0.9833333333333333,3.209034029956935,2.782591481821392
miditok,conservative,15,58,29.0,2.0,18,1.0,0.9827586206896551,3.2346666165799434,2.8107732238101204
miditok,conservative,16,68,42.0,1.619047619047619,14,3.0714285714285716,1.0,2.6747562276618977,2.451414226384448
miditok,conservative,17,61,12.0,5.083333333333333,14,0.9583333333333334,0.9508196721311475,3.1103900469990795,2.9083338509451035
miditok,conservative,18,60,18.5,3.2432432432432434,14,0.8783783783783784,1.0,2.582878760497724,2.383843034013889
miditok,conservative,19,58,30.0,1.9333333333333333,12,0.9666666666666667,0.9482758620689655,2.8877938258252525,2.756147756456292
miditok,conservative,20,60,13.75,4.363636363636363,19,1.0,0.95,3.3088356328728707,2.8279230833349818
miditok,conservative,21,68,40.0,1.7,14,3.075,1.0,2.798277725903655,2.514962194705389
miditok,conservative,22,58,32.5,1.7846153846153847,15,0.9692307692307692,1.0,3.03200982542181,2.7344750612342166
miditok,conservative,23,60,17.0,3.5294117647058822,17,0.9117647058823529,0.95,3.1870710003622262,2.8574970418486036
miditok,conservative,24,68,42.0,1.619047619047619,14,2.7857142857142856,0.9705882352941176,3.036709640745435,2.750968343868319
miditok,conservative,25,68,44.0,1.5454545454545454,19,3.0,0.9411764705882353,3.375829533701957,2.8918686378770913
miditok,conservative,26,60,15.5,3.870967741935484,17,1.0,0.9833333333333333,3.159546259455506,2.7393257929629375
miditok,conservative,27,59,22.0,2.6818181818181817,21,0.9545454545454546,0.9830508474576272,3.3992150856723473,2.777516876766547
miditok,conservative,28,60,16.5,3.6363636363636362,17,1.0,0.9833333333333333,3.0527740104197556,2.6770701680711113
miditok,conservative,29,72,21.0,3.4285714285714284,16,2.857142857142857,1.0,2.99461280327291,2.6212713515890735
miditok,conservative,30,58,30.0,1.9333333333333333,14,0.95,1.0,2.6233201914942357,2.4569152871079725
miditok,balanced,1,55,22.75,2.4175824175824174,71,1.0274725274725274,0.9636363636363636,3.6201229600588736,2.791670460919998
miditok,balanced,2,58,25.75,2.2524271844660193,58,0.9563106796116505,0.9655172413793104,2.8601983410052445,2.650905832601492
miditok,balanced,3,54,17.5,3.085714285714286,26,0.8392857142857143,0.9444444444444444,3.5399480311893092,2.87526174647469
miditok,balanced,4,54,20.5,2.6341463414634148,14,0.8780487804878049,0.9814814814814815,2.9585991813224446,2.5989140712226675
miditok,balanced,5,69,24.0,2.875,19,2.84375,0.9710144927536232,3.3228312056275744,2.825896855532239
miditok,balanced,6,57,18.25,3.1232876712328768,27,0.8767123287671232,0.9649122807017544,3.0601174300768372,2.7485661128871213
miditok,balanced,7,57,18.0,3.1666666666666665,61,0.9444444444444444,0.8947368421052632,3.8176615678381047,2.9654570903754647
miditok,balanced,8,49,21.75,2.2528735632183907,18,0.7270114942528736,0.9183673469387755,3.1205669990424614,2.7364890588703363
miditok,balanced,9,55,25.0,2.2,63,1.29,0.8363636363636363,3.8823511321814874,3.1314627630388188
miditok,balanced,10,66,30.5,2.1639344262295084,16,2.665983606557377,0.9848484848484849,3.194612186209306,2.8047244054388374
miditok,balanced,11,56,17.0,3.2941176470588234,38,0.8676470588235294,1.0,3.2684608951875087,2.7030932735932307
miditok,balanced,12,64,28.0,2.2857142857142856,44,2.2455357142857144,0.921875,3.327319142645923,3.0641224019116398
miditok,balanced,13,53,18.5,2.864864864864865,52,0.9391891891891891,0.9622641509433962,3.0146427487110157,2.808334591612025
miditok,balanced,14,52,19.5,2.6666666666666665,35,0.7756410256410257,0.9807692307692307,3.268435326457695,2.828837554055476
miditok,balanced,15,59,47.0,1.2553191489361701,72,1.8829787234042554,0.9661016949152542,3.496744898661251,2.7992600610350777
miditok,balanced,16,55,18.5,2.972972972972973,62,1.037162162162162,0.9454545454545454,3.4922284546705757,2.8474670353061944
miditok,balanced,17,64,35.0,1.8285714285714285,47,2.9714285714285715,0.921875,3.4475299787950355,2.9236895501179974
miditok,balanced,18,59,43.0,1.372093023255814,17,2.3343023255813953,0.9661016949152542,3.0722087741887973,2.808029911678076
miditok,balanced,19,65,27.25,2.385321100917431,21,2.7752293577981653,0.9076923076923077,3.3884424110075413,2.9770939374447174
miditok,balanced,20,58,19.5,2.9743589743589745,24,0.9134615384615384,0.9827586206896551,3.1240426325363906,2.729641742438111
miditok,balanced,21,69,36.5,1.8904109589041096,20,2.9178082191780823,0.9565217391304348,3.4275610042387963,2.917702476136264
miditok,balanced,22,60,15.5,3.870967741935484,23,1.0,0.9666666666666667,3.27651601554472,2.8934363291449174
miditok,balanced,23,59,18.25,3.232876712328767,30,0.8835616438356164,0.9152542372881356,3.498826050817872,3.0131942191332124
miditok,balanced,24,57,16.5,3.4545454545454546,29,0.8939393939393939,0.9473684210526315,3.2492499559005705,2.674500159972715
miditok,balanced,25,68,36.0,1.8888888888888888,24,2.8194444444444446,0.9705882352941176,3.1989387173545816,2.8104547300264997
miditok,balanced,26,65,36.0,1.8055555555555556,24,2.861111111111111,0.9538461538461539,3.3178993523850564,2.898314294632997
miditok,balanced,27,57,25.25,2.257425742574257,21,0.9405940594059405,0.9824561403508771,2.9441449021921264,2.5334633175638075
miditok,balanced,28,55,16.5,3.3333333333333335,43,0.9318181818181818,0.8727272727272727,3.468068446347497,2.997626573967002
miditok,balanced,29,68,39.0,1.7435897435897436,64,2.948717948717949,0.9852941176470589,3.1261569379842564,2.7378541044198395
miditok,balanced,30,69,24.0,2.875,16,2.6770833333333335,1.0,3.2200306044321967,2.735656497776241
miditok,creative,1,32,26.625,1.2018779342723005,69,0.8779342723004695,0.875,4.226409765557392,2.9414280318460246
miditok,creative,2,25,37.5,0.6666666666666666,79,0.86,0.92,3.7190795706241735,2.9990795706241746
miditok,creative,3,25,46.0,0.5434782608695652,70,1.0244565217391304,0.84,3.8936606896881845,3.0634651896016467
miditok,creative,4,29,47.1875,0.614569536423841,55,1.1655629139072847,0.8275862068965517,3.741962789037908,3.041738427435948
miditok,creative,5,33,60.25,0.5477178423236515,21,1.0134854771784232,0.9696969696969697,3.1960996205799397,2.7489818174840766
miditok,creative,6,26,34.0,0.7647058823529411,48,0.6158088235294118,0.8076923076923077,4.2098671219040344,3.1150827585690295
miditok,creative,7,27,16.625,1.6240601503759398,45,0.6090225563909775,0.9259259259259259,3.722505910277277,2.7724509304845633
miditok,creative,8,32,46.25,0.6918918918918919,54,1.4945945945945946,0.96875,3.10845859334435,2.5913310493867563
miditok,creative,9,26,17.5,1.4857142857142858,50,0.7392857142857143,0.8846153846153846,3.3001946428885263,2.9634682004976236
miditok,creative,10,28,41.0625,0.6818873668188736,70,1.1278538812785388,0.8928571428571429,3.7673757978160416,2.922679924444498
miditok,creative,11,28,39.3125,0.712241653418124,53,1.1542130365659777,0.7142857142857143,3.8787834934861753,3.2803946541231945
miditok,creative,12,25,30.25,0.8264462809917356,71,0.9442148760330579,0.8,4.133660689688185,3.128884070537635
miditok,creative,13,27,34.75,0.7769784172661871,47,1.1384892086330936,0.7407407407407407,3.5463989657527035,3.176028595382332
miditok,creative,14,29,34.5,0.8405797101449275,70,0.9148550724637681,0.8275862068965517,3.71937582241537,3.041738427435948
miditok,creative,15,29,38.6875,0.7495961227786753,79,0.8610662358642972,0.896551724137931,4.004364184708143,2.903807392953189
miditok,creative,16,35,17.5625,1.99288256227758,49,0.7758007117437722,0.9428571428571428,3.783014003266001,2.915456061077422
miditok,creative,17,33,30.25,1.0909090909090908,71,1.2396694214876034,0.8181818181818182,4.222593650305006,3.071078498789855
miditok,creative,18,34,18.125,1.8758620689655172,46,1.0275862068965518,0.9411764705882353,3.807763576417194,2.8648854466827847
miditok,creative,19,33,21.375,1.543859649122807,66,1.1929824561403508,0.7575757575757576,4.017900089633386,3.166389014781572
miditok,creative,20,33,47.875,0.6892950391644909,55,1.2806788511749347,0.9696969696969697,3.748791467777742,2.83697188134894
miditok,creative,21,26,42.9375,0.6055312954876274,80,0.7161572052401747,0.8076923076923077,4.056020968057881,3.156633353240414
miditok,creative,22,31,49.5,0.6262626262626263,73,1.2815656565656566,0.8064516129032258,3.7442035683118124,3.2195370358443802
miditok,creative,23,39,28.5,1.368421052631579,48,1.4495614035087718,0.8205128205128205,3.912946130776852,3.091841320871616
miditok,creative,24,22,56.0,0.39285714285714285,48,0.8850446428571429,0.8636363636363636,3.7544418457133446,3.0792258015191023
miditok,creative,25,25,26.75,0.9345794392523364,50,0.7102803738317757,0.8,3.8634651896016456,3.109275070710713
miditok,creative,26,38,19.125,1.9869281045751634,51,0.6045751633986928,0.8421052631578947,3.9907054736852334,3.0955472518167206
miditok,creative,27,33,44.0,0.75,73,1.3210227272727273,0.8181818181818182,4.294246013232288,3.2058779235082384
miditok,creative,28,24,31.3125,0.7664670658682635,53,1.3932135728542914,0.875,3.6887218755408675,3.0545851693377997
miditok,creative,29,34,47.375,0.7176781002638523,62,1.1147757255936674,0.8823529411764706,3.700366974817099,3.0162162416159215
miditok,creative,30,27,33.75,0.8,81,1.2203703703703703,0.8148148148148148,3.717850465126433,2.7249380463422197
miditok_augmented,conservative,1,69,38.0,1.8157894736842106,16,2.9210526315789473,1.0,3.019180850848958,2.6462023236497885
miditok_augmented,conservative,2,59,21.75,2.7126436781609193,19,0.9310344827586207,0.9491525423728814,3.1378749264079033,2.780143621146566
miditok_augmented,conservative,3,68,44.0,1.5454545454545454,17,3.090909090909091,1.0,2.7323822236569346,2.515634060845759
miditok_augmented,conservative,4,59,27.0,2.185185185185185,13,0.9444444444444444,1.0,3.056845789948135,2.769823208147346
miditok_augmented,conservative,5,71,25.5,2.784313725490196,16,3.0,1.0,3.0472410494365803,2.650384370040121
miditok_augmented,conservative,6,60,17.5,3.4285714285714284,14,0.9142857142857143,0.95,3.0740072344590255,2.8553503098129633
miditok_augmented,conservative,7,60,19.75,3.037974683544304,17,0.9240506329113924,1.0,3.2618368555378905,2.6218943082277693
miditok_augmented,conservative,8,60,17.0,3.5294117647058822,19,0.9558823529411765,1.0,3.125415260707768,2.689237178765659
miditok_augmented,conservative,9,60,17.0,3.5294117647058822,21,0.9411764705882353,0.9833333333333333,3.455330863445171,2.8018871139010444
miditok_augmented,conservative,10,69,42.0,1.6428571428571428,16,2.9523809523809526,1.0,2.971883366150712,2.6658048809512374
miditok_augmented,conservative,11,60,20.0,3.0,19,0.925,0.9666666666666667,3.1421004894402094,2.8101874508136655
miditok_augmented,conservative,12,58,34.5,1.681159420289855,12,0.9710144927536232,0.9655172413793104,2.7615060352768097,2.666509914512553
miditok_augmented,conservative,13,58,31.0,1.8709677419354838,16,0.9516129032258065,1.0,3.038297636728255,2.6321008401182966
miditok_augmented,conservative,14,60,19.5,3.076923076923077,20,0.9358974358974359,0.9833333333333333,3.22587386572808,2.7464740347774166
miditok_augmented,conservative,15,60,15.5,3.870967741935484,12,0.9516129032258065,1.0,2.5730719986056045,2.5080697564407695
miditok_augmented,conservative,16,60,19.5,3.076923076923077,15,0.9615384615384616,0.9833333333333333,3.181577765816209,2.819322140924382
miditok_augmented,conservative,17,70,36.0,1.9444444444444444,16,3.0416666666666665,1.0,2.997921131039252,2.6288708708769146
miditok_augmented,conservative,18,60,17.0,3.5294117647058822,17,0.9227941176470589,0.9833333333333333,3.241830864270592,2.8029762171869783
miditok_augmented,conservative,19,71,25.5,2.784313725490196,17,3.0,1.0,2.858828006819071,2.591536372612205
miditok_augmented,conservative,20,60,17.0,3.5294117647058822,21,1.0,1.0,3.150652947820272,2.587454835008816
miditok_augmented,conservative,21,70,34.5,2.028985507246377,17,2.9130434782608696,1.0,2.5400152636384656,2.3366629087233375
miditok_augmented,conservative,22,68,44.0,1.5454545454545454,17,2.9318181818181817,0.9705882352941176,3.1958892897056046,2.736276412173804
miditok_augmented,conservative,23,59,22.5,2.6222222222222222,14,0.9333333333333333,1.0,2.5503121163517344,2.4641059074164744
miditok_augmented,conservative,24,70,34.0,2.0588235294117645,14,2.911764705882353,1.0,2.9199796646156577,2.598132164430218
miditok_augmented,conservative,25,69,42.0,1.6428571428571428,16,3.0952380952380953,1.0,3.1062994560846153,2.6990947965563366
miditok_augmented,conservative,26,60,17.25,3.4782608695652173,17,0.9420289855072463,1.0,2.68969735915148,2.5306012238419964
miditok_augmented,conservative,27,68,42.0,1.619047619047619,16,3.0714285714285716,1.0,2.9974777706006472,2.6646525451744356
miditok_augmented,conservative,28,69,42.0,1.6428571428571428,16,3.119047619047619,0.9855072463768116,2.9616365896681156,2.6439664898716093
miditok_augmented,conservative,29,60,19.25,3.116883116883117,15,0.922077922077922,1.0,2.7815777658162086,2.5300985114819134
miditok_augmented,conservative,30,59,20.0,2.95,17,0.9375,0.9491525423728814,3.215282729577184,2.8962741902434566
miditok_augmented,balanced,1,59,23.0,2.5652173913043477,12,0.9347826086956522,1.0,2.7391681005054287,2.645782083482939
miditok_augmented,balanced,2,57,24.0,2.375,43,0.8854166666666666,0.9298245614035088,3.5870431989306213,2.944425822034294
miditok_augmented,balanced,3,58,21.125,2.7455621301775146,22,0.9644970414201184,0.9310344827586207,3.423684862114167,2.8519390093774395
miditok_augmented,balanced,4,59,20.0,2.95,14,0.9375,0.9152542372881356,3.1227602097554175,2.890395702220728
miditok_augmented,balanced,5,59,19.25,3.064935064935065,35,0.8961038961038961,0.9661016949152542,3.2498902546613606,2.828257867608767
miditok_augmented,balanced,6,59,20.0,2.95,19,0.925,0.9491525423728814,3.361268798256627,2.845704801958144
miditok_augmented,balanced,7,70,32.0,2.1875,17,3.125,1.0,3.0595703946276416,2.701279352213858
miditok_augmented,balanced,8,59,26.0,2.269230769230769,15,0.9447115384615384,0.9830508474576272,3.18834452011447,2.785507870020969
miditok_augmented,balanced,9,59,23.75,2.4842105263157896,18,0.968421052631579,0.9491525423728814,3.4071326688819896,2.9145846217935585
miditok_augmented,balanced,10,69,31.0,2.225806451612903,14,3.2419354838709675,1.0,2.8743932282226647,2.5995813906346408
miditok_augmented,balanced,11,68,46.0,1.4782608695652173,19,3.0,0.9411764705882353,3.4824843881204433,2.9600059852088387
miditok_augmented,balanced,12,58,23.75,2.442105263157895,17,0.9789473684210527,0.9827586206896551,3.319165377698596,2.742752655110347
miditok_augmented,balanced,13,58,20.5,2.8292682926829267,19,0.9207317073170732,0.9655172413793104,3.4612614970121505,2.8272031150192136
miditok_augmented,balanced,14,70,36.0,1.9444444444444444,16,3.0277777777777777,0.9571428571428572,3.3235271422188957,2.908593119967228
miditok_augmented,balanced,15,69,32.0,2.15625,19,3.15625,0.9855072463768116,3.178407565405337,2.732138273047064
miditok_augmented,balanced,16,59,22.5,2.6222222222222222,19,0.9444444444444444,0.9322033898305084,3.5451277443070106,3.0295637480085276
miditok_augmented,balanced,17,70,30.0,2.3333333333333335,19,3.1666666666666665,0.9571428571428572,3.378115966964489,2.9283279998852296
miditok_augmented,balanced,18,59,15.5,3.806451612903226,20,0.9838709677419355,0.9830508474576272,3.111066041350455,2.8114970237113455
miditok_augmented,balanced,19,59,27.75,2.126126126126126,22,0.9459459459459459,0.9661016949152542,3.465365568596903,2.776761776288523
miditok_augmented,balanced,20,69,34.5,2.0,19,2.869565217391304,0.9855072463768116,3.1997844665598483,2.766781164721893
miditok_augmented,balanced,21,60,18.0,3.3333333333333335,19,0.9305555555555556,1.0,2.9614466758346576,2.3343121146311705
miditok_augmented,balanced,22,59,17.75,3.323943661971831,24,1.0950704225352113,0.9661016949152542,3.27440505399239,2.720218086345043
miditok_augmented,balanced,23,66,33.5,1.9701492537313432,21,2.3582089552238807,0.9242424242424242,3.6150846838659665,3.040458822907196
miditok_augmented,balanced,24,70,36.0,1.9444444444444444,19,3.0208333333333335,0.9857142857142858,3.254802617739498,2.777821366548046
miditok_augmented,balanced,25,70,30.0,2.3333333333333335,17,3.0,1.0,3.1349113788089453,2.708034548291403
miditok_augmented,balanced,26,59,19.0,3.1052631578947367,38,0.9210526315789473,0.8135593220338984,4.012568087624481,3.1806752044930082
miditok_augmented,balanced,27,57,18.25,3.1232876712328768,22,0.9315068493150684,0.9824561403508771,3.603987097240158,2.7288031193070426
miditok_augmented,balanced,28,59,20.0,2.95,17,0.9375,0.9152542372881356,3.3089429416874205,2.96559120557957
miditok_augmented,balanced,29,69,39.0,1.7692307692307692,17,3.1538461538461537,0.9565217391304348,3.3754818308437278,2.8806270274768364
miditok_augmented,balanced,30,59,20.75,2.8433734939759034,15,0.9518072289156626,1.0,2.88274951614674,2.5929781809655097
miditok_augmented,creative,1,24,20.5,1.170731707317073,72,0.6920731707317073,0.8333333333333334,3.6845608142862893,3.0860388152612774
miditok_augmented,creative,2,24,19.0,1.263157894736842,41,0.7960526315789473,0.875,3.3401998765158556,2.886842188131012
miditok_augmented,creative,3,34,18.25,1.8630136986301369,57,2.113013698630137,0.8235294117647058,4.3149727675300324,3.182436372627781
miditok_augmented,creative,4,28,18.3125,1.52901023890785,78,2.5597269624573378,0.7857142857142857,4.378783493486177,3.1420266905186516
miditok_augmented,creative,5,34,23.8125,1.4278215223097113,47,2.0708661417322833,0.8235294117647058,4.312035547820919,3.208806871223069
miditok_augmented,creative,6,35,12.375,2.8282828282828283,77,1.404040404040404,0.8857142857142857,3.8297417753631358,2.9469818624420006
miditok_augmented,creative,7,30,18.0625,1.6608996539792387,74,2.179930795847751,0.8333333333333334,3.8980685120588388,3.006238928653389
miditok_augmented,creative,8,30,16.3125,1.839080459770115,35,1.1532567049808429,0.9,3.656564762130954,2.98936434776417
miditok_augmented,creative,9,29,27.375,1.0593607305936072,62,1.7054794520547945,0.9310344827586207,3.83127625337525,2.753306428242835
miditok_augmented,creative,10,28,24.25,1.1546391752577319,55,2.0309278350515463,0.8571428571428571,3.5296964395284136,2.7068997823028402
miditok_augmented,creative,11,36,23.75,1.5157894736842106,63,1.8710526315789473,0.8333333333333334,4.159799224314526,3.2324637247241332
