model_type,setting,sample_id,num_notes,duration,note_density,pitch_range,avg_polyphony,scale_consistency,pitch_entropy,pitch_class_entropy
miditok_augmented,creative,12,23,17.9375,1.2822299651567943,51,0.662020905923345,0.9130434782608695,3.290321609248305,2.9638096525384388
miditok_augmented,creative,13,29,19.4375,1.4919614147909968,46,0.8167202572347267,0.7931034482758621,3.604031754555149,3.0635292703928223
miditok_augmented,creative,14,35,33.875,1.033210332103321,81,2.129151291512915,1.0,3.5055995477075244,2.674614359852539
miditok_augmented,creative,15,29,14.875,1.949579831932773,63,1.0798319327731092,0.8275862068965517,3.6300623580780274,3.017150719773981
miditok_augmented,creative,16,25,14.625,1.7094017094017093,64,0.5299145299145299,0.8,3.603856189774724,2.984498451560163
miditok_augmented,creative,17,37,16.5,2.242424242424242,42,1.0265151515151516,0.8108108108108109,4.077715447225512,3.086606407683428
miditok_augmented,creative,18,37,29.375,1.2595744680851064,77,2.876595744680851,0.7027027027027027,4.283381405994075,3.4654175544673067
miditok_augmented,creative,19,33,30.0,1.1,60,1.96875,0.9090909090909091,4.331976694984911,2.9826032097430675
miditok_augmented,creative,20,29,20.75,1.3975903614457832,42,1.6536144578313252,0.9310344827586207,3.740519893176997,2.8328411346723805
miditok_augmented,creative,21,30,18.75,1.6,79,1.3733333333333333,0.8,4.256564762130954,3.3940879961000467
miditok_augmented,creative,22,27,13.5,2.0,55,1.4305555555555556,0.7777777777777778,3.8100810205217313,3.055839243610609
miditok_augmented,creative,23,27,7.4375,3.630252100840336,82,3.73109243697479,0.8518518518518519,4.134336113194452,3.0376827622893847
miditok_augmented,creative,24,31,12.0,2.5833333333333335,48,0.7083333333333334,0.9354838709677419,3.756795811071915,3.007786748205024
miditok_augmented,creative,25,26,22.375,1.1620111731843576,46,1.4776536312849162,0.8846153846153846,3.6714055834424966,3.0710347959641577
miditok_augmented,creative,26,29,14.875,1.949579831932773,64,2.2184873949579833,0.7586206896551724,3.8312762533752505,3.2795521154442158
miditok_augmented,creative,27,30,16.5,1.8181818181818181,21,0.7083333333333334,0.9333333333333333,3.130750178437043,2.5791474648822765
miditok_augmented,creative,28,30,15.0,2.0,65,1.6333333333333333,0.9333333333333333,3.5744183139072825,2.847742678581274
miditok_augmented,creative,29,29,19.875,1.4591194968553458,29,0.8962264150943396,0.8275862068965517,3.5090356337908917,2.8946810996259345
miditok_augmented,creative,30,38,39.9375,0.9514866979655712,54,1.5649452269170578,0.8157894736842105,4.4713544870139295,3.246404976312798
